ext_recipe_id,ingredient_pos,ingredient_text_norm,quantity,unit,ingredient_core
318,1,1/3 cup olive oil,0.3333333333333333,cup,olive oil
318,2,3 tablespoons white balsamic vinegar,3.0,tbsp,white balsamic vinegar
318,3,2 tablespoons sun-dried tomatoes in oil,2.0,tbsp,sun-dried tomatoes in oil
318,4,1 fresh fresh,1.0,,fresh fresh
318,5,"4 olives,",4.0,,olives
318,6,3 tablespoons fresh thyme,3.0,tbsp,fresh thyme
318,7,3 tablespoons feta,3.0,tbsp,feta
318,8,black pepper,,,black pepper
319,1,1 large egg,1.0,,large egg
319,2,2 tablespoons jalapeno pepper,2.0,tbsp,jalapeno pepper
319,3,1 tablespoon reduced-sodium soy sauce,1.0,tbsp,reduced-sodium soy sauce
319,4,1 teaspoon onion powder,1.0,tsp,onion powder
319,5,1 teaspoon ground ginger,1.0,tsp,ground ginger
319,6,2 garlic cloves,2.0,,garlic cloves
319,7,ground black pepper to taste,,,ground black pepper
319,8,1 pound ground chicken,1.0,lb,ground chicken
319,9,1/2 cup panko breadcrumbs,0.5,cup,panko breadcrumbs
320,1,1/2 cup olive oil,0.5,cup,olive oil
320,2,1 tablespoon fresh oregano,1.0,tbsp,fresh oregano
320,3,2 tablespoons fresh dill,2.0,tbsp,fresh dill
320,4,3 tablespoons feta cheese,3.0,tbsp,feta cheese
320,5,2 tablespoons sun-dried tomatoes,2.0,tbsp,sun-dried tomatoes
320,6,2 tablespoons pimento-stuffed olives,2.0,tbsp,pimento-stuffed olives
320,7,1 garlic clove,1.0,,garlic clove
320,8,1 teaspoon smoked paprika,1.0,tsp,smoked paprika
320,9,"1 lemon, zested",1.0,,"lemon, zested"
320,10,1/4 teaspoon salt,0.25,tsp,salt
320,11,1/4 teaspoon ground black pepper,0.25,tsp,ground black pepper
321,1,"1 (5.2 counce) spreadable gourmet cheese,",1.0,,spreadable gourmet cheese
321,2,"8 grape tomatoes, chopped",8.0,,"grape tomatoes, chopped"
321,3,"5 basil leaves,",5.0,,basil leaves
321,4,2 teaspoons balsamic vinegar,2.0,tsp,balsamic vinegar
321,5,"1 small ciabatta roll,",1.0,,small ciabatta roll
322,1,1 pound pork belly,1.0,lb,pork belly
322,2,1/4 cup gochujang,0.25,cup,gochujang
322,3,2 tablespoons soy sauce,2.0,tbsp,soy sauce
322,4,"1 tablespoon honey,",1.0,tbsp,honey
322,5,1 teaspoon ground ginger,1.0,tsp,ground ginger
323,1,1 piece flatbread,1.0,piece,flatbread
323,2,"1 (3 ounce) package cream cheese, softened",1.0,,"package cream cheese, softened"
323,3,1/2 pound frozen spinach,0.5,lb,frozen spinach
323,4,"1 clove garlic,",1.0,clove,garlic
323,5,1/4 teaspoon ground nutmeg,0.25,tsp,ground nutmeg
323,6,1/2 teaspoon dried dill,0.5,tsp,dried dill
323,7,"1 pinch salt,",1.0,,pinch salt
323,8,1/2 cup chopped fresh parsley,0.5,cup,chopped fresh parsley
323,9,5 marinated artichoke hearts,5.0,,marinated artichoke hearts
323,10,"10 kalamata olives,",10.0,,kalamata olives
323,11,1/2 cup feta cheese,0.5,cup,feta cheese
323,12,"2 tablespoons olive oil,",2.0,tbsp,olive oil
324,1,"3 peaches,",3.0,,peaches
324,2,"8 ounces halloumi cheese,",8.0,oz,halloumi cheese
324,3,6 ounces prosciutto,6.0,oz,prosciutto
324,4,2 tablespoons honey,2.0,tbsp,honey
324,5,2 tablespoons chopped pistachios,2.0,tbsp,chopped pistachios
325,1,1 sheet puff pastry,1.0,,sheet puff pastry
325,2,1/4 cup horseradish sauce or honey mustard dressing,0.25,cup,horseradish sauce or honey mustard dressing
325,3,1/2 cup gruyere cheese,0.5,cup,gruyere cheese
325,4,1/3 cup caramelized onion,0.3333333333333333,cup,caramelized onion
325,5,"2 slices thick cut bacon, cooked and crumbled",2.0,slice,"thick cut bacon, cooked and crumbled"
326,1,1 (12-count) package slider buns,1.0,,package slider buns
326,2,"9 tablespoons butter, divided",9.0,tbsp,"butter, divided"
326,3,"1 medium yellow onion, thinly sliced",1.0,,"medium yellow onion, thinly sliced"
326,4,1 pound deli roast beef,1.0,lb,deli roast beef
326,5,9 slices gruyere cheese,9.0,slice,gruyere cheese
326,6,1 tablespoon garlic powder,1.0,tbsp,garlic powder
326,7,1 tablespoon worcestershire sauce,1.0,tbsp,worcestershire sauce
326,8,1 tablespoon dried parsley,1.0,tbsp,dried parsley
327,1,"1 onion, chopped",1.0,,"onion, chopped"
327,2,"1 (1 pound) tube bulk sausage, crumbled",1.0,,"tube bulk sausage, crumbled"
327,3,"2 pounds processed cheese food, such as velveeta®",2.0,lb,"processed cheese food, such as velveeta®"
327,4,8 ounces cheddar cheese,8.0,oz,cheddar cheese
327,5,2 (10 ounce) cans diced tomatoes with green chiles,2.0,,cans diced tomatoes with green chiles
327,6,1 (10.5 ounce) can condensed cream of chicken soup,1.0,,can condensed cream of chicken soup
327,7,2 large whole jalapeno peppers,2.0,,large whole jalapeno peppers
328,1,1 tablespoon soy sauce,1.0,tbsp,soy sauce
328,2,1 tablespoon honey,1.0,tbsp,honey
328,3,1 tablespoon sriracha,1.0,tbsp,sriracha
328,4,1 teaspoon rice vinegar,1.0,tsp,rice vinegar
328,5,1/4 teaspoon granulated garlic,0.25,tsp,granulated garlic
329,1,4 mozzarella string cheese sticks,4.0,,mozzarella string cheese sticks
329,2,4 slices bacon,4.0,slice,bacon
329,3,1/4 cup avocado oil,0.25,cup,avocado oil
330,1,1 pound asparagus,1.0,lb,asparagus
330,2,1 cup full fat ricotta cheese,1.0,cup,full fat ricotta cheese
330,3,1 large egg,1.0,,large egg
330,4,1/4 cup siago cheese,0.25,cup,siago cheese
330,5,1 1/2 tablespoons italian seasoning,1.5,tbsp,italian seasoning
330,6,1/2 teaspoon kosher salt,0.5,tsp,kosher salt
330,7,"1/4 teaspoon ground black pepper,",0.25,tsp,ground black pepper
330,8,1 sheet puff pastry,1.0,,sheet puff pastry
330,9,1 tablespoon olive oil,1.0,tbsp,olive oil
331,1,2 flatbreads,2.0,,flatbreads
331,2,1/4 cup extra-virgin olive oil,0.25,cup,extra-virgin olive oil
331,3,"3 garlic cloves,",3.0,,garlic cloves
331,4,2 cups cherry or grape tomatoes,2.0,cup,cherry or grape tomatoes
331,5,1/2 cup sliced kalamata olives,0.5,cup,sliced kalamata olives
331,6,"1/2 red onion,",0.5,,red onion
331,7,1/3 cup pepperoncini,0.3333333333333333,cup,pepperoncini
331,8,3 tablespoons feta cheese,3.0,tbsp,feta cheese
331,9,"fresh oregano,",,,fresh oregano
332,1,1/4 cup mayonnaise,0.25,cup,mayonnaise
332,2,2 tablespoons ketchup,2.0,tbsp,ketchup
332,3,1 tablespoon yellow mustard,1.0,tbsp,yellow mustard
332,4,1/2 teaspoon garlic powder,0.5,tsp,garlic powder
332,5,1/4 teaspoon smoked paprika,0.25,tsp,smoked paprika
332,6,salt and freshly ground black pepper to taste,,,salt and freshly ground black pepper
333,1,"1 tablespoon butter,",1.0,tbsp,butter
333,2,1 teaspoon dijon mustard,1.0,tsp,dijon mustard
333,3,4 hawaiian rolls,4.0,,hawaiian rolls
333,4,"2 slices deli ham, cut in half",2.0,slice,"deli ham, cut in half"
333,5,1 cup shredded gruyere cheese,1.0,cup,shredded gruyere cheese
334,1,1/2 cup reduced-sodium soy sauce,0.5,cup,reduced-sodium soy sauce
334,2,2 tablespoons brown sugar,2.0,tbsp,brown sugar
334,3,2 tablespoons rice vinegar,2.0,tbsp,rice vinegar
334,4,1 tablespoon honey,1.0,tbsp,honey
334,5,1/4 teaspoon ground ginger,0.25,tsp,ground ginger
334,6,1 teaspoon minced garlic,1.0,tsp,minced garlic
334,7,1 teaspoon sesame oil,1.0,tsp,sesame oil
334,8,1/4 cup water,0.25,cup,water
334,9,1 tablespoon cornstarch,1.0,tbsp,cornstarch
335,1,1 (10.5 ounce) package goat cheese,1.0,,package goat cheese
335,2,"1 (5.3 ounce) package garlic and fine herbs spreadable cheese,",1.0,,package garlic and fine herbs spreadable cheese
335,3,1 tablespoon extra-virgin olive oil,1.0,tbsp,extra-virgin olive oil
335,4,1 teaspoon lemon zest,1.0,tsp,lemon zest
335,5,salt to taste,,,salt
336,1,12 to 14 peppadew peppers,12.0,,to 14 peppadew peppers
336,2,1 (5.3-ounce) package shallot and chive spreadable cheese,1.0,,package shallot and chive spreadable cheese
337,1,18 pitted dates,18.0,,pitted dates
337,2,"1 (5.2 ounce) package gournay cheese, such as boursin® shallot & chive flavor",1.0,,"package gournay cheese, such as boursin® shallot & chive flavor"
337,3,"1/2 cup slivered almonds,",0.5,cup,slivered almonds
337,4,2 ounces prosciutto,2.0,oz,prosciutto
337,5,honey,,,honey
337,6,"fresh parsley, f",,,"fresh parsley, f"
338,1,"1 1/2 spear pickles, such as claussen,",1.5,,"spear pickles, such as claussen"
338,2,1/4 pound mini bell peppers,0.25,lb,mini bell peppers
338,3,1 jalapeno,1.0,,jalapeno
338,4,2 tablespoons red onion,2.0,tbsp,red onion
338,5,1 tablespoon lemon juice,1.0,tbsp,lemon juice
338,6,1 teaspoon dried dill,1.0,tsp,dried dill
338,7,1/4 teaspoon kosher salt,0.25,tsp,kosher salt
339,1,8 ounces mini bell peppers,8.0,oz,mini bell peppers
339,2,3/4 cup marinara sauce,0.75,cup,marinara sauce
339,3,1/2 cup shredded mozzarella cheese,0.5,cup,shredded mozzarella cheese
339,4,1 ounce pepperoni slices,1.0,oz,pepperoni slices
340,1,1/2 cup extra-virgin olive oil,0.5,cup,extra-virgin olive oil
340,2,2 tablespoons oil packed sun-dried tomatoes,2.0,tbsp,oil packed sun-dried tomatoes
340,3,1 tablespoon fresh parsley,1.0,tbsp,fresh parsley
340,4,1 tablespoon chopped fresh basil,1.0,tbsp,chopped fresh basil
340,5,2 garlic cloves,2.0,,garlic cloves
340,6,1 teaspoon italian seasoning,1.0,tsp,italian seasoning
340,7,1 teaspoon lemon zest,1.0,tsp,lemon zest
340,8,1 teaspoon lemon juice,1.0,tsp,lemon juice
340,9,1/2 teaspoon crushed red pepper flakes,0.5,tsp,crushed red pepper flakes
340,10,salt and freshly ground black pepper,,,salt and freshly ground black pepper
340,11,8 ounces fresh mozzarella balls in wate,8.0,oz,fresh mozzarella balls in wate
340,12,1/3 cup pimento-stuffed olives,0.3333333333333333,cup,pimento-stuffed olives
341,1,1 cup pickle brine,1.0,cup,pickle brine
341,2,1/2 cup white vinegar,0.5,cup,white vinegar
341,3,2 cloves garlic,2.0,clove,garlic
341,4,1/4 teaspoon kosher salt,0.25,tsp,kosher salt
341,5,12 medium hard boiled eggs,12.0,,medium hard boiled eggs
342,1,2 cups beef sloppy joe,2.0,cup,beef sloppy joe
342,2,1 ciabatta roll,1.0,,ciabatta roll
342,3,"2 tablespoons butter,",2.0,tbsp,butter
342,4,"garlic salt, to taste",,,garlic salt
342,5,1/2 cup sharp cheddar cheese,0.5,cup,sharp cheddar cheese
342,6,1/2 cup shredded mozzarella cheese,0.5,cup,shredded mozzarella cheese
342,7,"chopped parsley, for garnish",,,"chopped parsley, for garnish"
343,1,1 loaf french bread,1.0,,loaf french bread
343,2,1/2 cup mayonnaise,0.5,cup,mayonnaise
343,3,1/2 cup unsalted butter,0.5,cup,unsalted butter
343,4,2 tablespoons thai sweet chili sauce,2.0,tbsp,thai sweet chili sauce
343,5,2 tablespoons sriracha sauce,2.0,tbsp,sriracha sauce
343,6,"8 ounces monterey jack cheese, shredded",8.0,oz,"monterey jack cheese, shredded"
343,7,1 cup black olives,1.0,cup,black olives
343,8,1 cup pimento-stuffed green olives,1.0,cup,pimento-stuffed green olives
343,9,"2 green onions,",2.0,,green onions
343,10,"chopped fresh parsley,",,,chopped fresh parsley
344,1,1 tablespoon wasabi paste,1.0,tbsp,wasabi paste
344,2,1 teaspoon soy sauce,1.0,tsp,soy sauce
344,3,2 tablespoons mayonnaise,2.0,tbsp,mayonnaise
345,1,15 ounces can chickpeas,15.0,oz,can chickpeas
345,2,2 tablespoons tahini,2.0,tbsp,tahini
345,3,2 tablespoons olive oil,2.0,tbsp,olive oil
345,4,1 tablespoon gochujang,1.0,tbsp,gochujang
345,5,1 tablespoon lemon juice,1.0,tbsp,lemon juice
345,6,"1 clove garlic,",1.0,clove,garlic
345,7,1/2 teaspoon salt,0.5,tsp,salt
346,1,4 skewers,4.0,,skewers
346,2,20 tater tots,20.0,,tater tots
346,3,"seasoned salt, to taste",,,seasoned salt
346,4,3/4 cup shredded cheddar cheese,0.75,cup,shredded cheddar cheese
346,5,1/4 cup shredded mozzarella cheese,0.25,cup,shredded mozzarella cheese
346,6,"4 strips bacon, cooked and crumbled",4.0,,"strips bacon, cooked and crumbled"
346,7,"2 green onions, sliced",2.0,,"green onions, sliced"
347,1,1 pound salmon,1.0,lb,salmon
347,2,1 teaspoon olive oil,1.0,tsp,olive oil
347,3,1/2 teaspoon paprika,0.5,tsp,paprika
347,4,1/4 teaspoon salt,0.25,tsp,salt
347,5,1/8 teaspoon black pepper,0.125,tsp,black pepper
347,6,1/4 cup honey mustard,0.25,cup,honey mustard
348,1,1 pound ground beef,1.0,lb,ground beef
348,2,1 1/2 tablespoons seasoned breadcrumbs,1.5,tbsp,seasoned breadcrumbs
348,3,1 large egg,1.0,,large egg
348,4,1/2 teaspoon onion powder,0.5,tsp,onion powder
348,5,1/4 teaspoon garlic powder,0.25,tsp,garlic powder
348,6,1 teaspoon dried parsley,1.0,tsp,dried parsley
348,7,1 teaspoon salt,1.0,tsp,salt
348,8,1 tablespoon ketchup,1.0,tbsp,ketchup
348,9,1 tablespoon yellow mustard,1.0,tbsp,yellow mustard
348,10,4 dill pickle chips,4.0,,dill pickle chips
348,11,4 ounces cheddar cheese,4.0,oz,cheddar cheese
348,12,9 slices bacon,9.0,slice,bacon
348,13,1 sesame seeds,1.0,,sesame seeds
349,1,1 pound salmon fillet,1.0,lb,salmon fillet
349,2,1 teaspoon kosher salt,1.0,tsp,kosher salt
349,3,1 teaspoon granulated garlic,1.0,tsp,granulated garlic
349,4,1/2 cup mayonnaise,0.5,cup,mayonnaise
349,5,1 tablespoon toasted sesame oil,1.0,tbsp,toasted sesame oil
349,6,1 tablespoon soy sauce,1.0,tbsp,soy sauce
349,7,"1 1/2 teaspoons lime juice,",1.5,tsp,lime juice
349,8,1/2 cup panko (japanese-style breadcrumbs),0.5,cup,panko
349,9,1/2 cup toasted sesame seeds,0.5,cup,toasted sesame seeds
349,10,cooking spray,,,cooking spray
349,11,2 teaspoons chili garlic sauce,2.0,tsp,chili garlic sauce
349,12,1 teaspoon honey,1.0,tsp,honey
350,1,6 large hard-boiled eggs,6.0,,large hard-boiled eggs
350,2,2 slices bacon,2.0,slice,bacon
350,3,3 tablespoons mayonnaise,3.0,tbsp,mayonnaise
350,4,1 tablespoon n,1.0,tbsp,n
350,5,1/4 teaspoon dry mustard,0.25,tsp,dry mustard
350,6,1/4 teaspoon garlic powder,0.25,tsp,garlic powder
350,7,salt and freshly ground black pepper to taste,,,salt and freshly ground black pepper
350,8,1/2 teaspoon chipotle powder,0.5,tsp,chipotle powder
351,1,1 cup shredded mozzarella cheese,1.0,cup,shredded mozzarella cheese
351,2,1/3 cup cooked and crumbled bulk italian sausage,0.3333333333333333,cup,cooked and crumbled bulk italian sausage
351,3,1/3 cup pepperoni,0.3333333333333333,cup,pepperoni
351,4,1 pound pizza dough,1.0,lb,pizza dough
351,5,1 1/4 cups pizza sauce,1.25,cup,pizza sauce
351,6,"2 tablespoons vegetable oil,",2.0,tbsp,vegetable oil
351,7,"1/2 teaspoon dried basil,",0.5,tsp,dried basil
351,8,"1/2 teaspoon dried oregano,",0.5,tsp,dried oregano
351,9,"1/4 teaspoon garlic powder,",0.25,tsp,garlic powder
351,10,"1/4 cup grated parmesan cheese,",0.25,cup,grated parmesan cheese
352,1,"1/2 cup pistachios, divided",0.5,cup,"pistachios, divided"
352,2,"3 tablespoons olive oil, divided",3.0,tbsp,"olive oil, divided"
352,3,"1 garlic clove, quartered",1.0,,"garlic clove, quartered"
352,4,1 (14-ounce) can garbanzo beans drained and rinsed,1.0,,can garbanzo beans drained and rinsed
352,5,1/2 teaspoon lemon zest,0.5,tsp,lemon zest
352,6,2 tablespoons lemon juice,2.0,tbsp,lemon juice
352,7,1 teaspoon salt,1.0,tsp,salt
352,8,1/4 teaspoon freshly ground black pepper,0.25,tsp,freshly ground black pepper
353,1,1 (12-count) package rolls,1.0,,package rolls
353,2,24 small slices sharp cheddar cheese,24.0,,small slices sharp cheddar cheese
353,3,1 teaspoon olive or avocado oil,1.0,tsp,olive or avocado oil
353,4,1 pound 80% lean ground beef,1.0,lb,80% lean ground beef
353,5,"1/2 large white onion,",0.5,,large white onion
353,6,2 teaspoons garlic paste,2.0,tsp,garlic paste
353,7,1 cup ketchup,1.0,cup,ketchup
353,8,2 tablespoons brown sugar,2.0,tbsp,brown sugar
353,9,1 teaspoon dijon mustard,1.0,tsp,dijon mustard
353,10,3 teaspoons worcestershire sauce,3.0,tsp,worcestershire sauce
353,11,1 teaspoon chili powder and/or cumin,1.0,tsp,chili powder and/or cumin
353,12,salt and freshly ground black pepper to taste,,,salt and freshly ground black pepper
353,13,3/4 cup water,0.75,cup,water
354,1,1/2 cup mayonnaise,0.5,cup,mayonnaise
354,2,2 chipotle peppers in adobo,2.0,,chipotle peppers in adobo
354,3,1 tablespoon adobo sauce from the can,1.0,tbsp,adobo sauce from the can
354,4,1/4 teaspoon salt,0.25,tsp,salt
354,5,1 cup chopped fresh cilantro,1.0,cup,chopped fresh cilantro
354,6,3 cups coleslaw mix,3.0,cup,coleslaw mix
355,1,12 wooden skewers,12.0,,wooden skewers
355,2,1 pound 5 ounces lean ground beef,1.0,lb,5 ounces lean ground beef
355,3,1 large egg,1.0,,large egg
355,4,7 tablespoons italian seasoned bread crumbs,7.0,tbsp,italian seasoned bread crumbs
355,5,1/3 cup grated parmesan cheese,0.3333333333333333,cup,grated parmesan cheese
355,6,"1/2 red onion,",0.5,,red onion
355,7,4 teaspoons garlic paste,4.0,tsp,garlic paste
355,8,"2 teaspoons salt, or to taste",2.0,tsp,"salt, or"
355,9,"1 tablespoon dried oregano, or to taste",1.0,tbsp,"dried oregano, or"
355,10,"1 tablespoon dried parsley, or to taste",1.0,tbsp,"dried parsley, or"
355,11,"1 tablespoon dried basil, or to taste",1.0,tbsp,"dried basil, or"
355,12,1 teaspoon red chili flakes (optional),1.0,tsp,red chili flakes
356,1,1 tablespoon butter or olive oil,1.0,tbsp,butter or olive oil
356,2,"2 green onions, sliced, white part only",2.0,,"green onions, sliced, white part only"
356,3,"2 jalapenos, seeded and chopped",2.0,,"jalapenos, seeded and chopped"
356,4,1 teaspoon minced garlic,1.0,tsp,minced garlic
356,5,"1 (8 ounce) bag fresh spinach,",1.0,,bag fresh spinach
356,6,"1 teaspoon greens seasoning,",1.0,tsp,greens seasoning
356,7,2 tablespoons water,2.0,tbsp,water
356,8,1 (8 ounce) package cream cheese,1.0,,package cream cheese
356,9,1/2 cup mayonnaise,0.5,cup,mayonnaise
356,10,"1/2 cup shredded parmesan, plus more for topping",0.5,cup,"shredded parmesan, plus more for topping"
357,1,3 potatoes,3.0,,potatoes
357,2,"1/2 yellow onion,",0.5,,yellow onion
357,3,1 green onion,1.0,,green onion
357,4,2 large eggs,2.0,,large eggs
357,5,2 tablespoons flour,2.0,tbsp,flour
357,6,"2 ounces smoked salmon,",2.0,oz,smoked salmon
357,7,1 teaspoon old bay®,1.0,tsp,old bay®
357,8,2 tablespoons oil,2.0,tbsp,oil
357,9,"1/4 cup sour cream, or as needed, for garnish",0.25,cup,"sour cream, or as needed, for garnish"
358,1,1 pound ground beef,1.0,lb,ground beef
358,2,1/2 teaspoon salt,0.5,tsp,salt
358,3,1/4 teaspoon ground black pepper,0.25,tsp,ground black pepper
358,4,"1 small jalapeno, diced",1.0,,"small jalapeno, diced"
358,5,"1 small red onion, diced",1.0,,"small red onion, diced"
358,6,6 ounces beer,6.0,oz,beer
358,7,1 pound velveeta®,1.0,lb,velveeta®
358,8,3/4 cup pepper jack cheese,0.75,cup,pepper jack cheese
358,9,"1 (15 ounce) can black beans, drained",1.0,,"can black beans, drained"
358,10,1 (10 ounce) can diced tomatoes with green chiles,1.0,,can diced tomatoes with green chiles
358,11,"1 (2.25 ounce) can black olives,",1.0,,can black olives
358,12,"1/2 cup chopped fresh cilantro, for garnish",0.5,cup,"chopped fresh cilantro, for garnish"
359,1,3/4 cup mayonnaise,0.75,cup,mayonnaise
359,2,2 tablespoons miso paste,2.0,tbsp,miso paste
359,3,1 tablespoon lemon juice,1.0,tbsp,lemon juice
359,4,2 teaspoons reduced-sodium soy sauce,2.0,tsp,reduced-sodium soy sauce
359,5,1/2 teaspoon sriracha,0.5,tsp,sriracha
360,1,1 tablespoon extra-virgin olive oil,1.0,tbsp,extra-virgin olive oil
360,2,1 white onion,1.0,,white onion
360,3,12.5 ounces shaved ribeye meat,12.5,oz,shaved ribeye meat
360,4,garlic powder,,,garlic powder
360,5,"salt and freshly ground black pepper, to taste",,,salt and freshly ground black pepper
360,6,1 (14 ounce) package egg roll wrappers,1.0,,package egg roll wrappers
360,7,"4 slices white american cheese, cut in half",4.0,slice,"white american cheese, cut in half"
360,8,"2 large eggs, beaten",2.0,,"large eggs, beaten"
360,9,2 cups oil,2.0,cup,oil
361,1,3 cups cherry or grape tomatoes,3.0,cup,cherry or grape tomatoes
361,2,2 tablespoons olive oil,2.0,tbsp,olive oil
361,3,3 cloves garlic,3.0,clove,garlic
361,4,1 teaspoon dried basil,1.0,tsp,dried basil
361,5,salt and freshly ground black pepper to taste,,,salt and freshly ground black pepper
361,6,"1 5.2 ounce) package french cheese, such as boursin",1.0,,"5.2 ounce) package french cheese, such as boursin"
361,7,chopped fresh basil or sliced green onion for garnish,,,chopped fresh basil or sliced green onion for garnish
362,1,plastic plastic,,,plastic plastic
362,2,cooking spray,,,cooking spray
362,3,2 (7.5 ounce) packages pineapple flavored cream cheese spread,2.0,,packages pineapple flavored cream cheese spread
362,4,1/2 pint raspberries,0.5,,pint raspberries
362,5,1/2 cup pistachios,0.5,cup,pistachios
362,6,fresh rosemary,,,fresh rosemary
362,7,star-shaped baking sprinkles,,,star-shaped baking sprinkles
362,8,colby and monterrey jack mixed cheese cubes,,,colby and monterrey jack mixed cheese cubes
362,9,"6 red wax-wrapped mini cheeses, such as babybel",6.0,,"red wax-wrapped mini cheeses, such as babybel"
362,10,"assorted crackers, for serving",,,"assorted crackers, for serving"
363,1,14 medjool dates,14.0,,medjool dates
363,2,4 ounces garlic and herb goat cheese,4.0,oz,garlic and herb goat cheese
363,3,1 tablespoon pine nuts,1.0,tbsp,pine nuts
363,4,7 slices bacon,7.0,slice,bacon
363,5,14 toothpicks,14.0,,toothpicks
363,6,1/4 cup balsamic glaze,0.25,cup,balsamic glaze
364,1,1 (8 ounce) packages cream cheese,1.0,,packages cream cheese
364,2,1 (1 ounce) package ranch dressing mix,1.0,,package ranch dressing mix
364,3,1 1/2 cups dill pickles,1.5,cup,dill pickles
364,4,1 cup bacon,1.0,cup,bacon
364,5,"1/2 ounce fresh dill, chopped",0.5,oz,"fresh dill, chopped"
364,6,"crackers, for serving",,,"crackers, for serving"
365,1,2 1/2 tablespoons mayonnaise,2.5,tbsp,mayonnaise
365,2,2 1/2 tablespoons honey,2.5,tbsp,honey
365,3,1 1/2 tablespoons dijon mustard,1.5,tbsp,dijon mustard
365,4,1 1/2 tablespoons yellow mustard,1.5,tbsp,yellow mustard
365,5,12 bun slider buns,12.0,,bun slider buns
365,6,1/2 pound black forest ham,0.5,lb,black forest ham
365,7,8 ounces swiss cheese,8.0,oz,swiss cheese
365,8,3 tablespoons butter,3.0,tbsp,butter
366,1,8 ounces plain greek yogurt,8.0,oz,plain greek yogurt
366,2,4 ounces low-fat cottage cheese,4.0,oz,low-fat cottage cheese
366,3,1 1/2 tablespoons everything bagel seasoning,1.5,tbsp,everything bagel seasoning
366,4,1 teaspoon dry ranch dressing mix,1.0,tsp,dry ranch dressing mix
367,1,6 large hard boiled eggs,6.0,,large hard boiled eggs
367,2,1/4 cup greek yogurt,0.25,cup,greek yogurt
367,3,1 teaspoon white vinegar,1.0,tsp,white vinegar
367,4,1 tablespoon fresh dill,1.0,tbsp,fresh dill
367,5,2 tablespoons feta cheese,2.0,tbsp,feta cheese
367,6,1 tablespoon olives,1.0,tbsp,olives
367,7,1 teaspoon brine from olive jar,1.0,tsp,brine from olive jar
367,8,1/2 teaspoon garlic powder,0.5,tsp,garlic powder
367,9,"1 pinch smoked paprika,",1.0,,pinch smoked paprika
368,1,1/4 cup coconut aminos or light soy sauce,0.25,cup,coconut aminos or light soy sauce
368,2,2 tablespoons red wine vinegar,2.0,tbsp,red wine vinegar
368,3,1 tablespoons olive oil,1.0,tbsp,olive oil
368,4,1/2 teaspoon salt,0.5,tsp,salt
368,5,1/2 teaspoon ground black pepper,0.5,tsp,ground black pepper
369,1,nonstick cooking spray,,,nonstick cooking spray
369,2,8 ounces elbow macaroni,8.0,oz,elbow macaroni
369,3,2 tablespoons unsalted butter,2.0,tbsp,unsalted butter
369,4,2 tablespoons all-purpose flour,2.0,tbsp,all-purpose flour
369,5,1 1/2 cups milk,1.5,cup,milk
369,6,"2 cups sharp cheddar cheese,",2.0,cup,sharp cheddar cheese
369,7,2 ounces cream cheese,2.0,oz,cream cheese
369,8,1/2 teaspoon salt,0.5,tsp,salt
369,9,1/4 teaspoon ground black pepper,0.25,tsp,ground black pepper
369,10,"1 large egg, beaten",1.0,,"large egg, beaten"
370,1,"1 (14 ounce) package cocktail sausages, such as lil' smokies",1.0,,"package cocktail sausages, such as lil' smokies"
370,2,1 (8 ounce) can crescent roll dough,1.0,,can crescent roll dough
370,3,1 tablespoon everything bagel seasoning,1.0,tbsp,everything bagel seasoning
371,1,2 pounds wings (wingettes or drumettes),2.0,lb,wings
371,2,2 tablespoons everything bagel seasoning,2.0,tbsp,everything bagel seasoning
372,1,1 (7 ounce) block halloumi cheese,1.0,,block halloumi cheese
372,2,1/4 cup honey,0.25,cup,honey
372,3,1 tablespoon sesame oil,1.0,tbsp,sesame oil
372,4,1 tablespoon lime juice,1.0,tbsp,lime juice
372,5,2 teaspoons minced garlic,2.0,tsp,minced garlic
372,6,1 teaspoon sesame seeds,1.0,tsp,sesame seeds
372,7,"1/2 teaspoon chili pepper flakes,",0.5,tsp,chili pepper flakes
372,8,2 tablespoons olive oil,2.0,tbsp,olive oil
372,9,fresh fresh,,,fresh fresh
373,1,1 (15 ounce) can beets,1.0,,can beets
373,2,"1/2 cup apple cider vinegar, or as needed",0.5,cup,"apple cider vinegar, or as needed"
373,3,2 tablespoons white sugar,2.0,tbsp,white sugar
373,4,1 teaspoon salt,1.0,tsp,salt
373,5,1 teaspoon peppercorns,1.0,tsp,peppercorns
373,6,6 large hard boiled eggs,6.0,,large hard boiled eggs
374,1,8 slices bacon,8.0,slice,bacon
374,2,12 extra large hard boiled eggs,12.0,,extra large hard boiled eggs
374,3,2 teaspoons mayonnaise,2.0,tsp,mayonnaise
374,4,2 roma tomatoes,2.0,,roma tomatoes
374,5,12 leaves bibb lettuce,12.0,,leaves bibb lettuce
374,6,3/4 teaspoon seasoned salt,0.75,tsp,seasoned salt
375,1,6 large hard-boiled eggs,6.0,,large hard-boiled eggs
375,2,2 tablespoons mayonnaise,2.0,tbsp,mayonnaise
375,3,1 teaspoon dijon mustard,1.0,tsp,dijon mustard
375,4,1 teaspoon truffle oil,1.0,tsp,truffle oil
375,5,1/8 truffle salt,0.125,,truffle salt
375,6,1/8 teaspoon black pepper,0.125,tsp,black pepper
375,7,1 tablespoon chives,1.0,tbsp,chives
375,8,12 pieces truffles (optional),12.0,piece,truffles
